@RELATION smtp_n

@ATTRIBUTE A REAL
@ATTRIBUTE B REAL
@ATTRIBUTE C REAL
@ATTRIBUTE id REAL
@ATTRIBUTE outlier {no, yes}

@DATA
-1.087736175,-1.146274712,-0.310420001,2157.0,no
-1.087736175,-1.353669676,-0.287708315,790.0,no
-1.087736175,0.375284152,-0.344748441,21502.0,no
-1.087736175,-0.852393745,-0.321827812,5012.0,no
0.595008538,-0.714657558,0.047739779,47266.0,no
0.237609811,0.947944464,0.761570732,44337.0,no
0.595008538,1.077357476,-0.874949015,51889.0,no
0.595008538,-0.686613508,-0.253897503,47341.0,no
-1.087736175,1.144778971,0.288221316,26920.0,no
-1.087736175,-0.193166289,-0.287708315,13811.0,no
-1.087736175,1.37162806,-0.299046905,27604.0,no
-1.087736175,0.533191379,-0.209287049,23002.0,no
0.237609811,0.372879548,0.692537202,41777.0,no
0.237609811,-1.026600394,-0.299046905,30293.0,no
0.237609811,4.549726089,-0.198217144,29031.0,no
-1.087736175,-0.47520328,0.431025104,9771.0,no
1.268299023,-0.372487172,0.119492874,63774.0,no
0.595008538,-0.676840383,-0.242694868,47379.0,no
-1.087736175,-0.209682599,0.449659879,13565.0,no
0.237609811,-1.443280191,-0.253897503,29114.0,no
-1.087736175,-1.083101147,-0.321827812,2684.0,no
0.237609811,0.184122602,-0.321827812,40383.0,no
-1.087736175,0.521621761,0.595484626,22901.0,no
0.237609811,6.200606996,-0.310420001,29061.0,no
0.810270467,3.165460667,5.133472243,56735.0,no
0.237609811,-1.07671636,-0.321827812,30044.0,no
-1.087736175,0.504831334,-0.287708315,22761.0,no
-1.087736175,0.828225738,-0.299046905,25366.0,no
-1.087736175,-0.442943737,-0.914905165,10189.0,no
1.085431844,-0.275161942,0.068381623,60828.0,no
0.237609811,0.167640826,-0.848546952,40256.0,no
-1.087736175,0.38008174,0.307580057,21559.0,no
-1.087736175,0.523072889,-0.310420001,22911.0,no
1.870301139,-0.85422155,-0.253897503,69327.0,no
1.268299023,0.527417807,-0.299046905,64152.0,no
1.085431844,-0.562804078,-0.265133821,60403.0,no
0.237609811,1.313068727,-0.299046905,45073.0,no
0.595008538,0.260444645,-0.265133821,50618.0,no
0.810270467,-0.621074662,-0.276404021,53386.0,no
1.966249107,-0.635216146,-0.287708315,69757.0,no
0.237609811,3.047819772,4.251526932,45730.0,no
1.085431844,-0.818085083,-0.23152571,60063.0,no
1.268299023,-0.13789071,0.139743243,63907.0,no
-1.087736175,-0.721333637,0.288221316,6537.0,no
0.237609811,0.15840483,-0.333270554,40176.0,no
0.237609811,-0.029981599,-0.23152571,38408.0,no
-1.087736175,1.504558505,-0.333270554,27842.0,no
0.595008538,-0.731404221,-0.276404021,47222.0,no
0.237609811,1.923007674,-0.333270554,45475.0,no
0.237609811,1.264945038,-0.287708315,44992.0,no
0.595008538,-0.611721075,-0.242694868,47581.0,no
0.237609811,-0.244489096,-0.299046905,36328.0,no
-1.087736175,-1.117623604,0.099132179,2417.0,no
-1.087736175,0.188668679,0.099132179,19243.0,no
-1.087736175,1.641375275,-0.23152571,28062.0,no
-1.087736175,-0.275161942,-0.861724669,12594.0,no
0.237609811,-0.591654328,-0.287708315,33263.0,no
-1.087736175,0.093065479,0.440354107,18033.0,no
-1.087736175,-0.281373074,-0.356261686,12491.0,no
1.268299023,-0.499504714,-0.265133821,63709.0,no
0.237609811,0.34289899,-0.23152571,41573.0,no
0.810270467,-0.861555293,-0.287708315,52919.0,no
-1.087736175,0.881612685,-0.276404021,25709.0,no
-1.087736175,0.621969253,-0.209287049,23815.0,no
1.515278651,3.090576777,3.551356751,66948.0,no
0.237609811,-0.361937628,-0.23152571,35201.0,no
0.237609811,0.495995364,-0.287708315,42504.0,no
0.810270467,-0.561301019,-0.287708315,53525.0,no
-1.087736175,-0.649493233,-0.276404021,7421.0,no
0.237609811,-0.218009971,0.229536054,36603.0,no
0.237609811,0.403840503,0.047739779,41984.0,no
0.237609811,-0.613275932,-0.356261686,33084.0,no
0.595008538,0.675291457,-0.299046905,51465.0,no
-1.087736175,0.451772405,-0.287708315,22255.0,no
0.237609811,0.528863301,-0.209287049,42687.0,no
-1.087736175,-0.418175823,-0.321827812,10530.0,no
-1.087736175,-0.087869693,-0.198217144,15322.0,no
0.810270467,-0.5538084,-0.874949015,53545.0,no
0.964800434,-0.613275932,-0.299046905,57454.0,no
-1.087736175,-0.587061697,0.317221949,8262.0,no
0.237609811,-1.252325999,0.761570732,29420.0,no
-1.087736175,-0.828834234,-0.187179936,5265.0,no
1.685375631,0.146311742,-0.23152571,68290.0,no
2.119165471,-0.861555293,-0.310420001,70266.0,no
0.237609811,0.870168563,-0.265133821,44109.0,no
0.237609811,0.35917962,-0.287708315,41679.0,no
0.810270467,-0.577918715,-0.321827812,53478.0,no
-1.087736175,3.123692184,5.194022677,28750.0,no
-1.087736175,0.613803627,-0.310420001,23735.0,no
0.595008538,-0.206127935,-0.287708315,49018.0,no
0.964800434,-0.187311728,-0.276404021,58070.0,no
0.237609811,3.045422803,-0.356261686,45726.0,no
0.595008538,0.144442518,-0.299046905,50286.0,no
-1.087736175,-0.268976614,0.477438968,12693.0,no
-1.087736175,0.233381968,-0.276404021,19808.0,no
0.595008538,-0.06616637,-0.23152571,49546.0,no
1.64750382,0.083353555,-0.287708315,67751.0,no
0.237609811,0.910962167,0.139743243,44233.0,no
0.237609811,0.095000286,0.088910084,39621.0,no
1.085431844,-1.09595345,-0.333270554,59776.0,no
-1.087736175,-0.062937987,-0.253897503,15688.0,no
1.268299023,-0.225184974,-0.287708315,63855.0,no
0.237609811,-0.297644328,-0.321827812,35775.0,no
0.964800434,0.518715254,-0.276404021,59037.0,no
1.341129511,-0.872624084,0.119492874,64415.0,no
0.237609811,-0.004958727,0.149827428,38671.0,no
0.237609811,-0.32687486,0.532385263,35511.0,no
3.247871415,-1.376870232,-0.287708315,71158.0,no
-1.087736175,0.15469433,-0.391015777,18817.0,no
0.237609811,0.281916668,0.149827428,41132.0,no
0.237609811,-0.026830645,-0.287708315,38438.0,no
1.966249107,3.118118081,5.025772364,69815.0,no
0.237609811,-0.229987593,-0.276404021,36467.0,no
-1.087736175,0.920988296,0.149827428,25940.0,no
0.810270467,-1.047277438,-0.321827812,52622.0,no
-1.087736175,-0.367203057,-0.23152571,11239.0,no
0.237609811,-0.906332909,-0.220389837,30978.0,no
0.237609811,0.193200918,0.109326395,40450.0,no
-1.087736175,4.003629078,0.078659948,29011.0,no
0.810270467,-0.246919804,-0.321827812,54354.0,no
0.237609811,0.66213886,-0.287708315,43387.0,no
0.237609811,-0.0704818,-0.242694868,37993.0,no
-1.087736175,0.008421765,-0.287708315,16740.0,no
0.595008538,0.963131673,-0.344748441,51800.0,no
0.237609811,0.889571553,-0.242694868,44176.0,no
-1.087736175,0.473673273,-0.242694868,22466.0,no
-1.087736175,0.740619929,-0.333270554,24781.0,no
0.237609811,-1.117623604,-0.299046905,29861.0,no
-1.087736175,-0.834238051,-0.253897503,5196.0,no
0.237609811,-0.543381676,0.099132179,33661.0,no
-1.087736175,-1.328308304,0.336431434,929.0,no
-1.087736175,-0.703045968,-0.287708315,6739.0,no
2.119165471,-0.47520328,-0.287708315,70269.0,no
-1.087736175,1.206073946,1.461279597,27137.0,no
-1.087736175,-0.000828831,-0.265133821,16598.0,no
-1.087736175,1.09375993,-0.310420001,26758.0,no
0.595008538,-1.139613815,-0.242694868,46244.0,no
-1.087736175,0.597336789,-0.209287049,23582.0,no
-1.087736175,0.173155047,-0.287708315,19043.0,no
-1.087736175,-0.577918715,-0.333270554,8368.0,no
-1.087736175,-0.363252241,-0.276404021,11287.0,no
0.237609811,0.281063706,0.179917738,41125.0,no
0.964800434,0.864413347,-0.287708315,59229.0,no
0.964800434,-1.038972131,-0.23152571,56989.0,no
0.237609811,0.50115605,-0.276404021,42533.0,no
-1.087736175,-1.012295437,-0.848546952,3342.0,no
-1.087736175,1.024967936,-0.333270554,26455.0,no
0.595008538,-0.956411593,-0.310420001,46601.0,no
1.64750382,3.103706417,5.080010258,67807.0,no
-1.087736175,0.400694486,-0.198217144,21765.0,no
0.595008538,0.609019582,-0.276404021,51348.0,no
-1.087736175,-0.505280805,0.129631776,9405.0,no
-1.087736175,-0.950546578,-0.367810508,3948.0,no
-1.087736175,-0.717991856,-0.209287049,6572.0,no
0.595008538,0.186851913,-0.253897503,50413.0,no
0.595008538,3.073411779,5.201848725,52184.0,no
1.405470933,-0.775848092,0.219664952,65150.0,no
-1.087736175,-0.952499017,-0.265133821,3937.0,no
-1.087736175,0.384067954,-0.310420001,21595.0,no
-1.087736175,-0.132249107,-0.310420001,14671.0,no
-1.087736175,0.357559543,-0.901538929,21304.0,no
-1.087736175,0.195009957,0.27850421,19323.0,no
0.237609811,1.014577956,-0.344748441,44546.0,no
0.964800434,-0.292618823,-0.299046905,57901.0,no
0.964800434,3.077591199,5.003854865,59472.0,no
-1.087736175,-1.010263046,1.120017002,3386.0,no
-1.087736175,-0.505280805,-0.874949015,9387.0,no
-1.087736175,-1.135189714,-0.265133821,2261.0,no
0.237609811,0.54467179,-0.321827812,42768.0,no
0.237609811,-0.701394536,0.129631776,32389.0,no
-1.087736175,0.914311718,-0.310420001,25902.0,no
1.184393986,0.571588151,-0.209287049,63212.0,no
1.943778036,-0.165272006,-0.299046905,69671.0,no
0.595008538,-0.818085083,0.431025104,46972.0,no
1.89589424,0.263901046,0.787133051,69513.0,no
-1.087736175,0.167640826,-0.344748441,18973.0,no
0.237609811,-0.042652522,1.89586044,38276.0,no
2.167118551,-0.052226984,-0.276404021,70405.0,no
-1.087736175,-0.022639719,-0.276404021,16286.0,no
1.463097266,-0.317917709,-0.242694868,66018.0,no
-1.087736175,3.165706546,5.497353996,28794.0,no
0.237609811,0.594574523,-0.265133821,43049.0,no
-1.087736175,0.751856719,-0.242694868,24865.0,no
0.595008538,0.248283664,-0.287708315,50588.0,no
-1.087736175,-0.135631503,-0.321827812,14631.0,no
-1.087736175,0.000201856,-0.23152571,16616.0,no
0.595008538,0.398330604,-0.310420001,50925.0,no
0.237609811,-0.632061967,-0.242694868,32938.0,no
-1.087736175,0.136001848,-0.299046905,18598.0,no
1.685375631,0.167640826,-0.276404021,68295.0,no
2.908684335,1.150975706,-0.310420001,71088.0,no
1.085431844,-1.440566137,-0.276404021,59597.0,no
0.595008538,0.374483049,0.199844185,50883.0,no
0.595008538,-0.75688277,-0.253897503,47147.0,no
-1.087736175,0.230736705,-0.321827812,19776.0,no
-1.087736175,-0.681718927,-0.874949015,7007.0,no
-1.087736175,-0.980105451,0.440354107,3659.0,no
0.237609811,3.012544033,3.559453809,45691.0,no
0.964800434,-1.26191502,-0.209287049,56862.0,no
0.237609811,-0.635216146,-0.253897503,32914.0,no
0.595008538,-0.222789463,-0.276404021,48950.0,no
1.085431844,-1.072474995,-0.253897503,59799.0,no
-1.087736175,-1.288607768,0.16991453,1153.0,no
-1.087736175,0.887869658,0.149827428,25748.0,no
2.325741047,-0.20731188,0.532385263,70711.0,no
0.595008538,0.100789666,0.159884474,50155.0,no
-1.087736175,-0.459687575,-0.333270554,9964.0,no
-1.087736175,-0.83604369,-0.941781919,5170.0,no
-1.087736175,-0.436022331,-0.242694868,10301.0,no
0.810270467,0.565961844,-0.344748441,56071.0,no
0.237609811,1.016141082,0.468202196,44552.0,no
-1.087736175,-0.004958727,-0.333270554,16528.0,no
-1.087736175,-1.200662621,-0.914905165,1745.0,no
-1.087736175,-0.652684597,-0.265133821,7385.0,no
1.685375631,-1.032773413,-0.333270554,67907.0,no
0.810270467,0.628739898,0.129631776,56127.0,no
1.085431844,-0.344952456,-0.310420001,60697.0,no
0.237609811,2.022158454,0.402897551,45513.0,no
-1.087736175,-0.148099778,-0.265133821,14460.0,no
0.595008538,1.050121114,-0.265133821,51872.0,no
0.595008538,-0.889383104,-0.310420001,46776.0,no
0.595008538,-0.328158863,-0.287708315,48557.0,no
0.237609811,0.125620067,-0.265133821,39875.0,no
-1.087736175,0.536069791,-0.914905165,23025.0,no
0.595008538,-0.46531096,-0.209287049,48054.0,no
-1.087736175,1.178312722,-0.333270554,27044.0,no
-1.087736175,-0.628914455,-0.310420001,7697.0,no
0.810270467,1.595858886,-0.242694868,56626.0,no
1.085431844,-0.617950266,-0.310420001,60330.0,no
1.515278651,-0.681718927,0.139743243,66593.0,no
-1.087736175,0.056810456,-0.220389837,17478.0,no
-1.087736175,-0.723007345,0.468202196,6519.0,no
0.237609811,-0.486589858,0.159884474,34123.0,no
0.810270467,0.458603764,-0.265133821,55923.0,no
0.964800434,0.051842714,-0.23152571,58490.0,no
1.085431844,-1.09380368,-0.242694868,59778.0,no
0.237609811,-0.688248616,-0.310420001,32476.0,no
-1.087736175,-0.878189492,0.317221949,4725.0,no
-1.087736175,-0.058644335,-0.187179936,15761.0,no
1.085431844,3.115831738,5.109508947,62154.0,no
0.237609811,-0.118795842,-0.276404021,37526.0,no
-1.087736175,0.419471638,-0.089285025,21946.0,no
-1.087736175,0.11516539,-0.276404021,18330.0,no
0.595008538,1.728435093,-0.220389837,52103.0,no
-1.087736175,0.460873937,-0.299046905,22340.0,no
0.964800434,0.40619566,0.088910084,58929.0,no
0.237609811,-0.375136279,-0.299046905,35066.0,no
0.595008538,-0.521281576,-0.198217144,47876.0,no
0.810270467,-0.723007345,-0.344748441,53177.0,no
0.237609811,-0.278885511,-0.299046905,35977.0,no
0.595008538,-0.186143573,-0.321827812,49092.0,no
0.237609811,-0.625773582,-0.209287049,32988.0,no
-1.087736175,-0.371164384,-0.220389837,11188.0,no
-1.087736175,-0.09115265,1.135520847,15281.0,no
-1.087736175,0.311466601,-0.276404021,20777.0,no
0.810270467,-0.689885524,-0.333270554,53238.0,no
-1.087736175,-0.176831182,0.29791322,14061.0,no
1.085431844,0.715341446,-0.23152571,61869.0,no
0.237609811,-0.610167841,-0.888220323,33111.0,no
0.237609811,0.11516539,-0.253897503,39786.0,no
0.237609811,-0.721333637,-0.287708315,32223.0,no
-1.087736175,-1.152965543,-0.861724669,2095.0,no
0.595008538,-0.676840383,-0.276404021,47378.0,no
-1.087736175,-0.396500542,-0.287708315,10812.0,no
-1.087736175,-1.041044119,-0.321827812,3055.0,no
0.595008538,-1.228620195,-0.287708315,46124.0,no
0.237609811,1.209279295,-0.287708315,44915.0,no
0.595008538,-0.857883907,-0.242694868,46861.0,no
0.595008538,0.205818281,0.099132179,50462.0,no
0.595008538,-0.807412979,-0.23152571,47006.0,no
1.085431844,-0.543381676,-0.154262549,60428.0,no
0.810270467,-0.132249107,0.078659948,54674.0,no
-1.087736175,-0.323029481,-0.344748441,11841.0,no
0.237609811,0.127513056,0.431025104,39898.0,no
-1.087736175,1.284642482,-0.287708315,27395.0,no
1.562955797,0.076517315,-0.287708315,67195.0,no
0.237609811,-0.964267726,-0.253897503,30634.0,no
0.595008538,0.548954223,-0.310420001,51252.0,no
1.085431844,-0.809186359,-0.287708315,60075.0,no
1.268299023,-0.07806403,-0.287708315,63930.0,no
0.237609811,-0.567322381,-0.276404021,33470.0,no
1.184393986,-0.547841334,-0.287708315,62572.0,no
-1.087736175,-0.380448674,-0.253897503,11049.0,no
0.237609811,-0.71133071,0.159884474,32311.0,no
0.237609811,0.108473988,0.477438968,39734.0,no
0.237609811,0.621969253,0.119492874,43180.0,no
0.237609811,-1.083101147,-0.321827812,30017.0,no
0.237609811,2.977807509,3.304241667,45663.0,no
-1.087736175,0.177734684,-0.276404021,19100.0,no
1.463097266,-0.017417598,0.088910084,66151.0,no
0.237609811,-0.29387361,-0.321827812,35815.0,no
1.463097266,0.35917962,-0.287708315,66279.0,no
-1.087736175,-0.056502143,-0.391015777,15781.0,no
0.237609811,0.584170143,0.514159446,42994.0,no
-1.087736175,-0.146961975,0.149827428,14486.0,no
1.184393986,0.274222363,0.514159446,63102.0,no
-1.087736175,0.922098153,-0.209287049,25945.0,no
0.810270467,0.121826854,0.099132179,55297.0,no
0.237609811,-0.638377023,-0.265133821,32891.0,no
0.237609811,0.466157582,-0.253897503,42336.0,no
-1.087736175,-0.164121008,0.159884474,14253.0,no
-1.087736175,0.724237815,-0.253897503,24657.0,no
-1.087736175,0.886733981,-0.310420001,25736.0,no
0.810270467,0.776527845,-0.299046905,56276.0,no
0.237609811,0.800194904,-0.242694868,43892.0,no
1.89589424,-0.041592483,-0.287708315,69498.0,no
-1.087736175,0.019650552,-0.276404021,16907.0,no
-1.087736175,1.412488619,-0.299046905,27674.0,no
0.595008538,3.138163079,5.071924583,52204.0,no
0.237609811,-1.356229735,-0.299046905,29197.0,no
-1.087736175,-0.184976334,0.355542679,13939.0,no
-1.087736175,-0.680090969,-0.822330105,7028.0,no
0.964800434,0.040854988,-0.276404021,58467.0,no
-1.087736175,-1.310808926,-0.333270554,1014.0,no
0.237609811,-0.885642543,0.109326395,31109.0,no
-1.087736175,-0.074809774,-0.276404021,15509.0,no
-1.087736175,-0.239639551,-0.23152571,13116.0,no
-1.087736175,-1.182311687,-0.276404021,1890.0,no
0.237609811,-0.287610223,-0.276404021,35889.0,no
0.595008538,-0.339764994,-0.310420001,48517.0,no
0.237609811,-0.802105475,-0.253897503,31656.0,no
-1.087736175,0.791742255,-0.321827812,25143.0,no
1.405470933,0.060772749,0.189894243,65411.0,no
-1.087736175,-0.693164745,-0.253897503,6869.0,no
-1.087736175,-0.781062655,-0.310420001,5812.0,no
-1.087736175,-1.298434103,-0.321827812,1083.0,no
-1.087736175,0.170400489,-0.299046905,19011.0,no
0.237609811,0.155622823,0.119492874,40160.0,no
0.595008538,0.415579212,-0.276404021,50966.0,no
0.810270467,0.448726155,-0.299046905,55907.0,no
1.785536586,0.489333805,-0.23152571,68960.0,no
0.237609811,-0.816301078,-0.391015777,31546.0,no
0.237609811,-0.544866745,-0.299046905,33639.0,no
-1.087736175,-0.834238051,0.735832361,5203.0,no
-1.087736175,0.408547098,0.505013095,21851.0,no
-1.087736175,0.627388231,-0.299046905,23861.0,no
-1.087736175,0.951211933,-0.321827812,26102.0,no
0.595008538,0.11516539,0.129631776,50200.0,no
-1.087736175,-0.635216146,-0.344748441,7608.0,no
0.237609811,-1.198356347,-0.276404021,29567.0,no
0.810270467,-0.708011279,-0.276404021,53208.0,no
0.595008538,-0.300163455,-0.276404021,48655.0,no
0.964800434,0.683127606,-0.209287049,59140.0,no
0.237609811,-0.189650791,0.355542679,36861.0,no
-1.087736175,0.716615616,1.257289185,24611.0,no
-1.087736175,0.081403543,-0.209287049,17853.0,no
0.237609811,0.381677507,-0.299046905,41835.0,no
0.237609811,0.816362164,-0.310420001,43956.0,no
0.237609811,-1.173220344,-0.209287049,29640.0,no
0.595008538,-0.106569562,-0.242694868,49395.0,no
0.237609811,-0.379118798,-0.276404021,35031.0,no
0.810270467,0.468416276,-0.23152571,55945.0,no
-1.087736175,0.373681514,0.139743243,21485.0,no
-1.087736175,-0.436022331,-0.333270554,10293.0,no
0.595008538,0.433400714,0.189894243,51018.0,no
1.085431844,-0.546353297,-0.253897503,60421.0,no
-1.087736175,0.108473988,-0.299046905,18244.0,no
-1.087736175,-0.191993534,-0.287708315,13827.0,no
-1.087736175,-0.898775831,-0.299046905,4489.0,no
-1.087736175,-1.168695405,-0.299046905,1979.0,no
-1.087736175,-0.665518897,0.119492874,7224.0,no
-1.087736175,-0.121029628,-0.276404021,14847.0,no
0.237609811,0.166719799,0.393474461,40254.0,no
0.810270467,-1.128578114,-0.333270554,52538.0,no
0.237609811,-0.129998438,-0.242694868,37426.0,no
0.595008538,-0.519819834,-0.299046905,47879.0,no
-1.087736175,-0.197866571,-0.321827812,13732.0,no
0.595008538,0.729928967,-0.310420001,51533.0,no
-1.087736175,0.149111185,0.412296944,18762.0,no
-1.087736175,-0.978116498,-0.209287049,3676.0,no
-1.087736175,0.307280918,0.088910084,20729.0,no
-1.087736175,0.643527822,-0.299046905,23980.0,no
0.964800434,-0.122147779,0.595484626,58183.0,no
1.184393986,-0.021593829,0.468202196,62944.0,no
0.595008538,-0.028930539,-0.220389837,49683.0,no
0.237609811,-1.13077872,-0.310420001,29804.0,no
